osmid;x;y;highway
56475103;-86.90809;33.519716;
56475105;-86.90871;33.520299;
56475301;-86.774329;33.489091;
56475526;-86.7226289;33.5439652;
56475527;-86.722606;33.544601;
56475528;-86.722608;33.544927;
56475530;-86.722631;33.545991;
56475531;-86.72252;33.540457;
56475532;-86.7224626;33.5409505;
56475533;-86.7223515;33.5419066;
56475539;-86.7222915;33.542422;
56475541;-86.7222339;33.5429174;
56475564;-86.724178;33.547277;
56475567;-86.7241563;33.5477912;
56475568;-86.7233732;33.5477775;
56475569;-86.7233733;33.5482175;
56475570;-86.7233734;33.5489964;
56475578;-86.7233737;33.5507728;
56475998;-86.889199;33.471373;
56476006;-86.889328;33.469245;
56476010;-86.88937;33.468549;
56476023;-86.888665;33.455886;
56476027;-86.888636;33.454137;
56476039;-86.888592;33.453288;
56476270;-86.775375;33.5011;
56476371;-86.830261;33.521219;
56476373;-86.830252;33.521914;
56476376;-86.830222;33.524693;
56476382;-86.829917;33.514604;
56476403;-86.829405;33.528374;
56476404;-86.829387;33.528875;
56476405;-86.8294;33.529463;
56476406;-86.829395;33.530606;
56476411;-86.829979;33.506777;
56476427;-86.829956;33.508865;
56476432;-86.82994;33.509909;
56476438;-86.829922;33.511231;
56476444;-86.829905;33.512546;
56476451;-86.829909;33.513936;
56476457;-86.82967;33.505994;
56476480;-86.829137;33.531988;
56476485;-86.829151;33.533504;
56476487;-86.829148;33.533777;
56476599;-86.881567;33.554667;
56476645;-86.876877;33.5580943;
56476726;-86.7336;33.567808;
56476727;-86.732795;33.569045;
56476729;-86.7316941;33.5707582;
56476734;-86.730433;33.572723;
56476736;-86.729408;33.574305;
56476737;-86.728469;33.575789;
56476794;-86.797945;33.524473;
56476795;-86.796574;33.5251395;
56476798;-86.795228;33.525787;
56476801;-86.7924336;33.527097;
56476806;-86.791112;33.527696;
56476813;-86.836229;33.512596;
56476814;-86.835482;33.512589;
56476817;-86.834644;33.512614;
56476818;-86.833078;33.512588;
56476823;-86.828348;33.512526;
56476831;-86.826738;33.512379;
56476836;-86.825605;33.512217;
56476845;-86.8200227;33.5139712;
56476850;-86.818651;33.514629;
56476855;-86.81728;33.515275;
56476858;-86.813203;33.517228;
56476860;-86.810348;33.518577;
56476862;-86.8088907;33.519274;
56476869;-86.807524;33.519919;
56476871;-86.8061579;33.5205615;
56476876;-86.803417;33.521872;
56476878;-86.802048;33.522511;
56476880;-86.800663;33.523182;
56476904;-86.724829;33.584347;
56476907;-86.724855;33.586525;
56477047;-86.769902;33.503211;
56477058;-86.770985;33.502218;
56477141;-86.819562;33.483542;
56477143;-86.819558;33.482422;
56477156;-86.819762;33.490665;
56477188;-86.908048;33.518099;
56477223;-86.712597;33.612589;
56477233;-86.714982;33.612885;
56477237;-86.716715;33.6128;
56477240;-86.718187;33.612773;
56477242;-86.718719;33.61277;
56477252;-86.721473;33.612444;
56477266;-86.722635;33.611949;
56477268;-86.722587;33.60873;
56477562;-86.894555;33.538936;
56477580;-86.897481;33.538265;
56477594;-86.898846;33.537489;
56477599;-86.899808;33.536811;
56477624;-86.673061;33.67271;
56477628;-86.716418;33.563873;
56477629;-86.715805;33.564847;
56477633;-86.759071;33.528425;
56477637;-86.757699;33.529766;
56477639;-86.756932;33.530521;
56477640;-86.756198;33.531227;
56477650;-86.751708;33.533489;
56477651;-86.751049;33.534287;
56477654;-86.7508867;33.5344649;
56477673;-86.749487;33.535366;
56477679;-86.740912;33.537793;
56477681;-86.740047;33.537807;
56477691;-86.738013;33.537734;
56477695;-86.719552;33.558614;
56477699;-86.718583;33.561043;
56477704;-86.717621;33.562149;
56477728;-86.715336;33.565839;
56477752;-86.74884;33.536374;
56477760;-86.74608;33.53627;
56477762;-86.743989;33.537013;
56477769;-86.721451;33.554999;
56477772;-86.721511;33.556456;
56477778;-86.7262824;33.5524433;
56477780;-86.7252507;33.5535204;
56477788;-86.730163;33.5478962;
56477792;-86.72797;33.549906;
56477793;-86.726924;33.550983;
56477797;-86.7257809;33.5520661;
56477798;-86.769604;33.522208;
56477802;-86.76583;33.524583;
56477808;-86.763972;33.525457;
56477810;-86.763099;33.525851;
56477811;-86.762947;33.525906;
56477812;-86.762425;33.526124;
56477819;-86.727387;33.551316;
56477822;-86.738018;33.538355;
56477825;-86.736884;33.53837;
56477826;-86.736381;33.53837;
56477827;-86.735872;33.538362;
56477831;-86.830986;33.492565;
56477833;-86.8296742;33.4932013;
56477836;-86.828203;33.493915;
56477838;-86.826825;33.494563;
56477843;-86.82525;33.49531;
56477845;-86.824744;33.49555;
56477847;-86.823261;33.496254;
56477854;-86.819937;33.497844;
56477858;-86.817208;33.499144;
56477861;-86.8131031;33.5011016;
56477864;-86.8117278;33.5017541;
56477867;-86.8103548;33.5024056;
56477868;-86.8048896;33.5049986;
56477869;-86.802057;33.5063375;
56477872;-86.800631;33.507021;
56477876;-86.797863;33.508336;
56477879;-86.795133;33.509639;
56477881;-86.793777;33.510274;
56477887;-86.79103;33.511605;
56477890;-86.789673;33.512257;
56477897;-86.788291;33.512912;
56477898;-86.786926;33.513548;
56477901;-86.784198;33.514857;
56477906;-86.782905;33.515692;
56477914;-86.780314;33.517172;
56477923;-86.777529;33.518366;
56477926;-86.7740415;33.5200179;
56477939;-86.7131992;33.5688856;
56477945;-86.712429;33.570044;
56477961;-86.711188;33.572141;
56477967;-86.760882;33.526712;
56477968;-86.759857;33.527533;
56477974;-86.735852;33.537504;
56477982;-86.783621;33.565356;
56477993;-86.685561;33.662684;
56477995;-86.685469;33.662557;
56477997;-86.685331;33.662372;
56478030;-86.685912;33.660773;
56478036;-86.686525;33.660563;
56478267;-86.707597;33.599159;
56478289;-86.705744;33.598408;
56478295;-86.842434;33.521442;
56478298;-86.842427;33.522311;
56478306;-86.842258;33.508331;
56478308;-86.842584;33.50987;
56478364;-86.843091;33.549601;
56478368;-86.842866;33.550269;
56478382;-86.841826;33.553002;
56478387;-86.841784;33.553815;
56478395;-86.841477;33.554783;
56478398;-86.841419;33.554909;
56478402;-86.8411;33.555477;
56478409;-86.840865;33.556119;
56478424;-86.8416143;33.5582029;
56478428;-86.841754;33.558685;
56478433;-86.84171;33.559806;
56478449;-86.84247;33.515448;
56478452;-86.842461;33.516818;
56478454;-86.842452;33.518192;
56478459;-86.842444;33.520257;
56478466;-86.843517;33.548474;
56478479;-86.842645;33.513576;
56478483;-86.843358;33.533475;
56478485;-86.843815;33.534156;
56478488;-86.84175;33.506118;
56478799;-86.8769919;33.5459133;
56478811;-86.703086;33.595941;
56478813;-86.703254;33.596158;
56478819;-86.8157438;33.5655042;
56478846;-86.8786171;33.545315;
56478849;-86.878607;33.5457459;
56478853;-86.8786617;33.5462942;
56478889;-86.827723;33.527684;
56478916;-86.694701;33.594031;
56478917;-86.695318;33.593757;
56478924;-86.694217;33.594489;
56478936;-86.694262;33.595777;
56478939;-86.730979;33.627597;
56478953;-86.734789;33.622203;
56478954;-86.735365;33.622483;
56478971;-86.837798;33.513033;
56478973;-86.83878;33.512869;
56478975;-86.840542;33.512535;
56478982;-86.852742;33.510289;
56478984;-86.854188;33.510317;
56478988;-86.847299;33.510491;
56478992;-86.8491848;33.5105374;
56479062;-86.701824;33.567897;
56479717;-86.865766;33.494783;
56479730;-86.866881;33.494588;
56479731;-86.868879;33.493902;
56479734;-86.871506;33.492182;
56479737;-86.872064;33.491737;
56479739;-86.872312;33.491279;
56479745;-86.865424;33.494422;
56480114;-86.874367;33.488394;
56480279;-86.799712;33.561682;
56480280;-86.798973;33.561171;
56480286;-86.803956;33.560231;
56480292;-86.803441;33.56015;turning_circle
56480724;-86.919837;33.507711;
56480727;-86.920879;33.507722;
56480735;-86.915566;33.507672;
56480736;-86.916247;33.507666;
56480761;-86.814694;33.490201;
56480768;-86.815902;33.490233;
56480802;-86.816003;33.488494;
56480815;-86.814694;33.490536;
56481003;-86.729951;33.566183;
56481008;-86.732364;33.567256;
56481015;-86.734653;33.568293;
56481018;-86.735176;33.568527;
56481025;-86.725536;33.564149;
56481032;-86.897419;33.537461;
56481036;-86.897428;33.535598;
56481199;-86.790743;33.536741;
56481378;-86.7219841;33.5625623;
56481386;-86.719545;33.5614728;
56481393;-86.717738;33.5604854;
56481396;-86.7169706;33.5599791;
56481405;-86.7133766;33.5579925;turning_circle
56481538;-86.842612;33.554797;
56481543;-86.843396;33.554817;
56481545;-86.844845;33.554849;
56481551;-86.846265;33.554857;
56481559;-86.842338;33.554792;
56481562;-86.839318;33.554882;
56481565;-86.8397552;33.5548878;
56481759;-86.770731;33.571374;
56481772;-86.771071;33.57236;
56481789;-86.726909;33.631605;
56481807;-86.714786;33.634206;
56481814;-86.716988;33.634814;
56481829;-86.719656;33.634105;
56481839;-86.721425;33.63296;
56481855;-86.723953;33.632385;
56481894;-86.716481;33.577392;
56481906;-86.718848;33.578469;
56481908;-86.719095;33.580028;
56481912;-86.719281;33.581638;
56481919;-86.718276;33.583088;
56481929;-86.717662;33.584458;
56481935;-86.71657;33.587821;
56481948;-86.716331;33.589935;
56482168;-86.715609;33.623578;
56482174;-86.714413;33.624286;
56482181;-86.67463;33.598201;
56482182;-86.674708;33.595055;
56482186;-86.7790071;33.5381849;
56482191;-86.7801716;33.5396428;
56482193;-86.7811129;33.5410408;
56482196;-86.782979;33.543805;
56482197;-86.783925;33.545189;
56482203;-86.7849724;33.546717;
56482414;-86.712163;33.563912;
56482430;-86.71344;33.566459;
56482434;-86.714394;33.568422;
56482461;-86.7270904;33.5712404;
56482465;-86.729217;33.572166;
56482471;-86.731492;33.573202;
56482493;-86.72236;33.569074;
56482494;-86.722933;33.569367;
56482496;-86.723153;33.569476;
56482579;-86.904466;33.474753;
56482759;-86.735209;33.553057;
56482762;-86.7369857;33.5542567;
56482962;-86.839601;33.492706;
56482969;-86.839913;33.475987;
56482984;-86.841902;33.468747;
56483160;-86.722108;33.568945;
56483168;-86.718825;33.567453;
56483173;-86.716414;33.566418;
56483190;-86.707778;33.561875;
56483201;-86.70662;33.559231;
56483206;-86.710744;33.563276;
56483209;-86.709384;33.562652;
56483232;-86.802888;33.575241;
56483243;-86.776858;33.572888;
56483249;-86.77534;33.572645;
56483253;-86.774065;33.572443;
56483406;-86.693363;33.614221;
56483425;-86.69338;33.619707;
56483476;-86.732071;33.550933;
56483497;-86.869881;33.467359;
56483499;-86.8713053;33.4674021;
56483504;-86.87421;33.467488;
56483524;-86.876938;33.467534;
56483547;-86.878928;33.467536;
56483553;-86.865558;33.466997;
56483562;-86.869878;33.467156;
56483572;-86.854868;33.467021;
56483574;-86.856024;33.467052;
56483576;-86.856814;33.467067;
56483802;-86.763338;33.517544;
56483804;-86.7621173;33.5148731;
56483808;-86.7617223;33.5139731;
56483824;-86.86812;33.514653;
56483830;-86.868118;33.513112;
56483832;-86.868094;33.512042;
56483836;-86.868075;33.510917;
56483840;-86.868343;33.509881;
56483843;-86.868395;33.509777;
56483846;-86.868813;33.50882;
56483850;-86.869383;33.507233;
56483855;-86.867708;33.507098;
56483856;-86.867699;33.506442;
56483858;-86.867695;33.50618;
56483861;-86.867712;33.505167;
56483863;-86.867718;33.504132;
56483867;-86.867603;33.503856;
56484032;-86.886558;33.537627;turning_circle
56484033;-86.886964;33.538449;
56484049;-86.885671;33.539011;
56484055;-86.885476;33.538699;turning_circle
56484261;-86.755381;33.509824;
56484345;-86.875253;33.53705;
56484349;-86.875386;33.538187;
56484434;-86.897442;33.498872;
56484436;-86.896736;33.498196;
56484438;-86.895832;33.498658;
56484441;-86.889513;33.49839;
56484444;-86.88738;33.498329;
56484446;-86.885243;33.498261;
56484448;-86.883131;33.498205;
56484451;-86.877666;33.498525;
56484453;-86.876319;33.499088;
56484455;-86.876194;33.499142;
56484460;-86.871478;33.501764;
56484463;-86.870932;33.501652;
56484479;-86.907761;33.504683;
56484481;-86.906889;33.504207;
56484482;-86.905866;33.503663;
56484484;-86.9048321;33.5030911;
56484490;-86.9037125;33.5024686;
56484496;-86.9017;33.501367;
56484500;-86.900648;33.500791;
56484502;-86.899644;33.50023;
56484505;-86.898142;33.499404;
56484525;-86.865722;33.502097;
56484527;-86.880379;33.497045;
56484530;-86.878969;33.498511;
56484536;-86.870169;33.501835;
56484538;-86.870012;33.501734;
56484560;-86.84824;33.468943;
56484564;-86.848218;33.467975;
56484567;-86.848201;33.466794;
56484571;-86.717402;33.60667;
56484673;-86.847417;33.554473;
56484707;-86.789264;33.567783;
56484732;-86.789309;33.566305;
56484744;-86.774537;33.558454;
56484747;-86.77328;33.559142;
56484766;-86.8188;33.557647;
56484768;-86.817367;33.558133;
56485205;-86.702498;33.6519;
56485206;-86.702498;33.651995;
56485210;-86.702502;33.652797;turning_circle
56485211;-86.700888;33.627259;
56485215;-86.700882;33.628713;
56485234;-86.703637;33.647054;
56485239;-86.702975;33.649061;
56485244;-86.7044;33.644087;
56485268;-86.704675;33.645765;
56485286;-86.701265;33.624664;
56485292;-86.700845;33.624996;
56485324;-86.701589;33.626088;
56485523;-86.82753;33.441964;
56485896;-86.7347;33.525354;
56485897;-86.733532;33.525591;turning_circle
56486362;-86.77833;33.535111;
56486364;-86.778333;33.534683;
56486748;-86.670567;33.584941;turning_circle
56486777;-86.816139;33.529781;
56486784;-86.815794;33.527901;
56486785;-86.81576;33.529773;
56486789;-86.818042;33.537166;
56486791;-86.818979;33.537529;
56486997;-86.900786;33.546335;
56487001;-86.900792;33.547496;
56487006;-86.900809;33.548661;
56487009;-86.900849;33.549835;
56487012;-86.90079;33.55079;
56487055;-86.71862;33.589767;
56487060;-86.719387;33.588967;
56487065;-86.720009;33.58866;
56487077;-86.721463;33.588284;
56487097;-86.621623;33.608256;
56487354;-86.885482;33.533695;
56487358;-86.88448;33.533679;
56487360;-86.883454;33.533672;
56487363;-86.882055;33.533626;
56487423;-86.880847;33.533595;
56487425;-86.880155;33.53356;
56487426;-86.880019;33.533551;
56487430;-86.879492;33.533531;
56487433;-86.878997;33.533513;
56487497;-86.878856;33.533431;
56487502;-86.877336;33.533396;
56487507;-86.876489;33.533389;
56487510;-86.87534;33.533375;
56487512;-86.874763;33.533355;
56487521;-86.7579885;33.5091785;
56487620;-86.859599;33.53038;
56487637;-86.861213;33.52986;
56487639;-86.863158;33.529207;
56487641;-86.864811;33.528734;
56487712;-86.786338;33.489336;
56487765;-86.86686;33.483535;
56487831;-86.721462;33.613106;
56488007;-86.8152606;33.4768005;
56488303;-86.83583;33.52675;
56488316;-86.834416;33.528426;
56488500;-86.690235;33.664309;
56488780;-86.899539;33.468722;
56488796;-86.898674;33.468792;
56488801;-86.904474;33.543926;
56489122;-86.713922;33.603082;
56489126;-86.713878;33.6047;
56489455;-86.770048;33.502572;
56489622;-86.922268;33.441294;
56489950;-86.80931;33.556888;
56489962;-86.808728;33.55706;
56489964;-86.807578;33.55704;
56489966;-86.806682;33.557024;
56489968;-86.806639;33.557023;
56489973;-86.804051;33.556981;
56489974;-86.803785;33.556979;
56489988;-86.796159;33.55681;
56489992;-86.675718;33.60409;
56490002;-86.678057;33.604474;
56490015;-86.678887;33.605956;
56490043;-86.80929;33.540906;
56490046;-86.809293;33.541245;
56490223;-86.948542;33.526525;
56490229;-86.94464;33.532184;
56490245;-86.741474;33.585997;
56490249;-86.737584;33.585902;
56490253;-86.727673;33.584801;
56490255;-86.7287699;33.5848081;
56490279;-86.830416;33.479509;
56490282;-86.830823;33.479498;
56490389;-86.8959;33.441845;
56490409;-86.899305;33.441452;
56490483;-86.744063;33.58254;
56490627;-86.6646155;33.5970298;
56490643;-86.6645124;33.5977313;
56490728;-86.675997;33.58656;
56491158;-86.8867895;33.5544872;
56491178;-86.87429;33.5435473;
56491180;-86.8734264;33.5427772;
56491181;-86.8721948;33.5416736;
56491182;-86.871415;33.5409894;
56491196;-86.8836185;33.551775;
56492016;-86.846005;33.470143;
56492022;-86.846002;33.468893;
56492026;-86.846014;33.46793;
56492029;-86.846004;33.46687;
56492033;-86.84601;33.466676;
56492050;-86.847047;33.47587;
56492056;-86.85724;33.497224;
56492058;-86.856319;33.496204;
56492064;-86.854471;33.494179;
56492069;-86.852197;33.491684;
56492073;-86.851565;33.490968;
56492486;-86.905525;33.501061;
56492495;-86.739017;33.523483;
56492532;-86.737073;33.523049;
56492596;-86.701852;33.594736;
56492603;-86.701703;33.595843;
56492610;-86.701573;33.596587;
56492618;-86.701909;33.597262;
56492629;-86.701287;33.598831;
56492676;-86.722827;33.520997;
56492678;-86.722833;33.519011;
56492943;-86.65359;33.62911;
56492966;-86.903283;33.520441;turning_circle
56492987;-86.969724;33.524149;
56493328;-86.89816;33.466383;
56493412;-86.673205;33.67183;
56494042;-86.7752868;33.573777;
56494046;-86.775092;33.5656;
56494050;-86.775043;33.567479;
56494463;-86.707315;33.637162;
56494471;-86.708266;33.63741;
56494473;-86.709382;33.63745;
56494474;-86.709991;33.63746;
56494480;-86.7126;33.638296;
56494484;-86.713765;33.638486;
56494489;-86.715986;33.6378;
56494496;-86.716951;33.637098;
56494954;-86.899135;33.44756;
56494958;-86.898456;33.446829;
56494964;-86.680775;33.590901;
56494965;-86.680746;33.592446;
56494966;-86.68072;33.594276;
56495327;-86.8681702;33.4261063;
56495345;-86.735083;33.542842;
56495354;-86.740215;33.543517;
56495356;-86.739246;33.543602;
56495360;-86.677557;33.590399;
56495361;-86.677557;33.588555;
56495365;-86.704124;33.604568;turning_circle
56495367;-86.701488;33.604532;
56495500;-86.677499;33.595033;
56495506;-86.676744;33.595115;
56495520;-86.673596;33.595033;
56495529;-86.673019;33.593753;
56495533;-86.878243;33.506253;
56495539;-86.876452;33.505329;
56495541;-86.874309;33.505274;
56495543;-86.873298;33.505246;
56495545;-86.872191;33.505212;
56495547;-86.870087;33.505172;
56495563;-86.9660531;33.468297;
56495566;-86.9657093;33.4690289;
56495574;-86.965241;33.470008;
56495593;-86.963807;33.473315;
56495767;-86.859568;33.461818;
56495769;-86.860273;33.461236;
56495772;-86.710323;33.616021;
56495773;-86.710807;33.616187;
56495778;-86.876075;33.537084;
56495781;-86.876056;33.53821;
56495785;-86.876031;33.539786;
56495814;-86.858385;33.462803;
56495830;-86.875312;33.541323;
56495832;-86.8753;33.541621;
56495834;-86.875273;33.542825;
56495837;-86.875268;33.543323;
56495839;-86.8752375;33.5438595;
56495879;-86.922096;33.508333;
56495883;-86.9221679;33.5059094;
56495889;-86.9221611;33.5047165;
56495892;-86.9221614;33.5041063;
56495896;-86.922143;33.502763;
56495905;-86.922177;33.501061;
56495907;-86.922228;33.500247;
56495909;-86.92226;33.498323;
56495911;-86.922271;33.497356;
56495924;-86.7734713;33.5669123;
56496355;-86.670491;33.613317;
56496365;-86.673645;33.614075;turning_circle
56496403;-86.704112;33.60389;turning_circle
56496405;-86.701506;33.603839;
56496428;-86.870002;33.566052;
56496457;-86.803238;33.570233;
56496495;-86.899379;33.539703;
56497055;-86.743941;33.547753;
56497062;-86.744402;33.548143;
56497241;-86.716649;33.626388;
56497261;-86.894595;33.518016;
56497263;-86.893548;33.517474;
56497267;-86.892436;33.516857;
56497271;-86.890416;33.515749;
56497277;-86.8893677;33.5151722;
56497280;-86.888357;33.514614;
56497284;-86.886351;33.513508;
56497288;-86.885353;33.512971;
56497291;-86.884346;33.512406;
56497296;-86.883603;33.512;
56497298;-86.883029;33.511691;
56497559;-86.679586;33.601801;
56497859;-86.674003;33.676296;
56497868;-86.74096;33.544291;
56497869;-86.740664;33.543996;
56497875;-86.739641;33.541902;
56497880;-86.740053;33.540782;
56497882;-86.740052;33.539583;
56497884;-86.740056;33.536264;
56497984;-86.898657;33.467734;
56497987;-86.898669;33.469777;
56497988;-86.898705;33.471691;
56497990;-86.898626;33.472307;
56498009;-86.89469;33.47469;
56498023;-86.890879;33.474584;
56498032;-86.888481;33.474324;
56498368;-86.724642;33.636459;
56498388;-86.890667;33.471967;
56498392;-86.8898;33.471916;
56498980;-86.7371315;33.5625421;
56499135;-86.871226;33.543718;
56499136;-86.871832;33.543736;
56499189;-86.871915;33.536913;
56499191;-86.871892;33.537801;
56499193;-86.871843;33.53913;
56499197;-86.871247;33.54168;
56499198;-86.871236;33.542695;
56499199;-86.871216;33.544297;
56499200;-86.871208;33.544642;
56499201;-86.871174;33.546352;
56499202;-86.871161;33.547215;
56499206;-86.871055;33.55294;traffic_signals
56499677;-86.776228;33.557875;
56499680;-86.776204;33.558781;
56499689;-86.778277;33.572005;
56499690;-86.777588;33.571997;
56499691;-86.776872;33.571987;
56499724;-86.831692;33.486582;
56499776;-86.8633583;33.4382988;
56499790;-86.867111;33.439127;
56499802;-86.8750179;33.4340132;
56499832;-86.8865798;33.4248567;
56499835;-86.8869912;33.4248664;
56499886;-86.918415;33.405797;
56499946;-86.8866728;33.4246462;
56499947;-86.88699;33.4246544;
56499975;-86.9029855;33.4202939;
56499994;-86.91855;33.405411;
56500112;-86.8748496;33.4338677;
56500141;-86.8632191;33.4382387;
56500171;-86.884213;33.530005;
56500818;-86.822022;33.500611;
56500885;-86.686596;33.596549;
56500904;-86.685474;33.595911;
56501087;-86.688549;33.618317;
56501103;-86.69229;33.618358;
56501140;-86.737735;33.523938;
56501146;-86.736657;33.524071;
56501193;-86.744704;33.541817;
56501196;-86.744338;33.540993;
56501200;-86.745236;33.541818;
56501207;-86.744914;33.540844;
56501240;-86.822762;33.558018;
56501253;-86.819277;33.560416;
56501256;-86.818424;33.56063;
56501270;-86.781069;33.559369;
56501273;-86.776742;33.559236;
56501278;-86.775101;33.559176;
56501282;-86.77453;33.559179;
56501299;-86.771387;33.55916;
56501312;-86.835366;33.555999;
56501504;-86.826848;33.538069;
56501506;-86.827154;33.538849;
56501510;-86.82754;33.539845;
56501514;-86.827969;33.540853;
56501517;-86.828253;33.541534;
56501519;-86.828561;33.542249;
56501524;-86.829168;33.543667;
56501527;-86.829425;33.544244;
56501537;-86.825964;33.536085;
56501539;-86.826299;33.536906;
56501543;-86.826693;33.537808;
56501576;-86.824741;33.533479;
56501582;-86.825188;33.535106;
56501585;-86.811181;33.514268;
56501591;-86.812407;33.51609;
56501601;-86.813947;33.518378;
56501605;-86.8147441;33.5195191;
56501615;-86.815694;33.52095;
56501621;-86.816599;33.5222785;
56501636;-86.817538;33.523693;
56501645;-86.818014;33.5244;
56501654;-86.8189396;33.5254927;turning_circle
56501659;-86.819351;33.526415;
56501660;-86.819922;33.527261;
56501664;-86.820373;33.527932;
56501666;-86.821272;33.529265;
56501679;-86.822333;33.531492;
56501689;-86.809475;33.511755;
56501746;-86.830174;33.546058;
56501752;-86.830969;33.547949;
56501754;-86.831169;33.548426;
56501761;-86.8318149;33.5499447;
56501782;-86.832515;33.552987;
56501926;-86.901519;33.546348;
56501928;-86.901498;33.547502;
56501930;-86.901505;33.548678;
56501932;-86.901498;33.549827;
56501933;-86.90147;33.55104;
56502068;-86.672503;33.598863;
56502088;-86.837297;33.476291;
56502138;-86.8024;33.501334;
56502142;-86.801454;33.499943;
56502144;-86.8005342;33.4985812;
56502148;-86.799902;33.497008;
56502149;-86.799691;33.49648;
56502155;-86.798969;33.494663;
56502157;-86.79871;33.494014;
56502167;-86.798349;33.493143;
56502256;-86.8068882;33.5079642;
56502257;-86.80567;33.5061382;
56502264;-86.809113;33.553845;
56502266;-86.808473;33.553834;
56502280;-86.805122;33.553351;
56502286;-86.82806;33.548803;
56502287;-86.826668;33.549225;
56502290;-86.825221;33.549655;
56502291;-86.823757;33.550088;
56502298;-86.820883;33.550928;
56502300;-86.81946;33.551341;
56502304;-86.817992;33.551778;traffic_signals
56502305;-86.8165165;33.5522083;
56502308;-86.8150173;33.5526511;
56502315;-86.800566;33.552447;
56502322;-86.804358;33.552498;
56502324;-86.804658;33.552508;
56502326;-86.804743;33.552509;
56502328;-86.805316;33.552526;
56502336;-86.732868;33.581671;
56502339;-86.732881;33.582385;
56502353;-86.734704;33.581628;
56502361;-86.723922;33.52102;
56502363;-86.720713;33.52095;
56502365;-86.719496;33.520916;
56502371;-86.718516;33.521005;
56502376;-86.717153;33.521409;
56502398;-86.836465;33.556017;
56502403;-86.837548;33.55601;
56502408;-86.8384114;33.556047;
56502412;-86.8392836;33.556075;
56502414;-86.8397352;33.5560758;
56502421;-86.841964;33.556183;
56502425;-86.842214;33.556171;
56502429;-86.843393;33.556228;
56502431;-86.844837;33.556266;
56502432;-86.846223;33.556316;
56502436;-86.847408;33.556364;
56502489;-86.864385;33.5004;
56502492;-86.864385;33.502119;
56502496;-86.864405;33.504067;
56502499;-86.864414;33.505066;
56502503;-86.864452;33.507064;
56502507;-86.86447;33.507964;
56502512;-86.864747;33.507958;
56502514;-86.864744;33.508851;
56502518;-86.864793;33.509776;
56502520;-86.86488;33.509914;
56502527;-86.865216;33.51091;
56502528;-86.718809;33.613579;
56502542;-86.717035;33.610595;
56502549;-86.716356;33.610307;
56502555;-86.715232;33.61028;
56502565;-86.712826;33.610307;
56502572;-86.712336;33.610508;
56502584;-86.708465;33.611854;
56503327;-86.868593;33.54375;
56503330;-86.867576;33.543717;
56503331;-86.866567;33.543703;
56503337;-86.866595;33.544027;
56503338;-86.865466;33.54401;
56503343;-86.864949;33.544398;
56503349;-86.864482;33.546152;
56503355;-86.864839;33.548049;
56503390;-87.065718;33.597079;
56503905;-86.688798;33.568945;
56503997;-86.705288;33.595308;
56504005;-86.702864;33.596103;
56504006;-86.733854;33.511322;
56504012;-86.731887;33.511781;
56504280;-86.686374;33.618581;
56504293;-86.687181;33.620125;
56504303;-86.694779;33.592904;
56504370;-86.68839;33.591244;
56504389;-86.682985;33.591659;
56505196;-86.891663;33.454172;
56505198;-86.893807;33.454233;
56505205;-86.861526;33.460199;
56505209;-86.8633551;33.4586309;
56505217;-86.855262;33.4657;
56505222;-86.856137;33.464697;
56505223;-86.856571;33.464323;
56505226;-86.852663;33.466139;
56505239;-86.8782519;33.4546731;
56505244;-86.858834;33.462421;
56505248;-86.861172;33.460496;
56505345;-86.691826;33.575003;
56505602;-86.614526;33.554591;
56505675;-86.895421;33.495458;
56505677;-86.889546;33.495308;
56505679;-86.887411;33.495238;
56505681;-86.885288;33.495171;
56505685;-86.883194;33.49512;
56505696;-86.908985;33.50153;
56505701;-86.907838;33.501139;
56505703;-86.906809;33.5005738;
56505708;-86.9056861;33.4999491;
56505710;-86.903683;33.498846;
56505718;-86.910683;33.502547;
56505744;-86.904026;33.498406;
56505746;-86.909841;33.502043;
56505782;-86.92086;33.508374;
56505783;-86.924943;33.508394;
56505784;-86.9264303;33.5084009;
56505785;-86.928911;33.508443;
56505965;-86.725721;33.553835;
56505980;-86.913995;33.508265;
56505982;-86.915577;33.508271;
56506160;-86.789666;33.4975883;
56506828;-86.710271;33.569077;
56506830;-86.70777;33.567941;
56506885;-86.902774;33.435327;
56506887;-86.904555;33.435318;
56507302;-86.867863;33.464201;
56507310;-86.865859;33.464236;
56507325;-86.911052;33.507674;
56507342;-86.912807;33.506997;
56507503;-86.903007;33.546371;
56507504;-86.902997;33.547566;
56507505;-86.902999;33.548716;
56507506;-86.903023;33.549875;
56507507;-86.903008;33.55106;
56507690;-86.744587;33.513835;turning_circle
56507765;-86.861285;33.480534;
56507768;-86.860889;33.479224;
56507791;-86.890102;33.461624;
56507795;-86.890688;33.462023;
56507800;-86.860677;33.475769;
56507804;-86.861743;33.48202;
56507805;-86.861544;33.481727;
56507807;-86.860862;33.480724;
56507812;-86.861642;33.473096;
56507837;-86.862015;33.470643;
56507844;-86.862704;33.469717;turning_circle
56507849;-86.804491;33.575301;
56507866;-86.803755;33.575288;
56507873;-86.702865;33.567272;turning_circle
56507997;-86.7736217;33.5737422;
56508042;-86.869807;33.541314;
56508055;-86.868604;33.541227;
56508062;-86.868372;33.541865;
56508136;-86.737387;33.591418;turning_circle
56508204;-86.871823;33.54169;
56508206;-86.871815;33.542707;
